Unnamed: 0,precision,recall
0,0.0,0.0
1,0.485768636834523,0.0101010101010101
2,0.4817605779594051,0.0202020202020202
3,0.4794900252550124,0.0303030303030303
4,0.4751949862386334,0.0404040404040404
5,0.4727988879544421,0.0505050505050505
6,0.4712372281838014,0.0606060606060606
7,0.4724392137946994,0.0707070707070707
8,0.4734603230003961,0.0808080808080808
9,0.4735752856426155,0.0909090909090909
10,0.4699484181940191,0.101010101010101
11,0.4657541090836318,0.1111111111111111
12,0.4628931416025913,0.1212121212121212
13,0.4609309442588954,0.1313131313131313
14,0.4592420939540514,0.1414141414141414
15,0.4579378381093535,0.1515151515151515
16,0.4569881495255258,0.1616161616161616
17,0.4544611166651343,0.1717171717171717
18,0.4527504325939214,0.1818181818181818
19,0.4507964744336639,0.1919191919191919
20,0.449025158683588,0.202020202020202
21,0.4479757858692127,0.2121212121212121
22,0.4466605678016249,0.2222222222222222
23,0.4455680508413847,0.2323232323232323
24,0.4445201377766481,0.2424242424242424
25,0.4434020524815189,0.2525252525252525
26,0.4423052385604608,0.2626262626262626
27,0.4411500697388579,0.2727272727272727
28,0.4399715670993122,0.2828282828282829
29,0.438796407042573,0.2929292929292929
30,0.4375896012052127,0.303030303030303
31,0.4351379985826095,0.3131313131313131
32,0.4332292322168687,0.3232323232323232
33,0.4314316915580849,0.3333333333333333
34,0.4304704548651381,0.3434343434343435
35,0.4297169429797485,0.3535353535353536
36,0.4290939444527085,0.3636363636363636
37,0.4286358514640227,0.3737373737373737
38,0.428046479864582,0.3838383838383838
39,0.4276738853811864,0.393939393939394
40,0.4268987349334115,0.4040404040404041
41,0.4262521027389735,0.4141414141414142
42,0.4255864546973374,0.4242424242424242
43,0.4247356119363512,0.4343434343434343
44,0.4241916457224889,0.4444444444444445
45,0.4237750754030985,0.4545454545454546
46,0.4233864928101199,0.4646464646464647
47,0.423063500618824,0.4747474747474748
48,0.4225787935982568,0.4848484848484848
49,0.4218742089688428,0.494949494949495
50,0.4211003956659673,0.5050505050505051
51,0.4206048330912154,0.5151515151515152
52,0.4200485264583388,0.5252525252525253
53,0.4195448244036617,0.5353535353535354
54,0.418909541817809,0.5454545454545455
55,0.4179642487349865,0.5555555555555556
56,0.4171017170322113,0.5656565656565657
57,0.4162442486623642,0.5757575757575758
58,0.4155902157283455,0.5858585858585859
59,0.41487732299234,0.595959595959596
60,0.4139877014988957,0.6060606060606061
61,0.4128426762437829,0.6161616161616162
62,0.4120868177147394,0.6262626262626263
63,0.4115366861254665,0.6363636363636365
64,0.4108593409130871,0.6464646464646465
65,0.4102796172065693,0.6565656565656566
66,0.4099525074390123,0.6666666666666667
67,0.4094410790900356,0.6767676767676768
68,0.409213089962453,0.686868686868687
69,0.4089257076953085,0.696969696969697
70,0.4087523061443169,0.7070707070707072
71,0.4086101789147724,0.7171717171717172
72,0.4085390296544319,0.7272727272727273
73,0.4084651245920541,0.7373737373737375
74,0.4082594172014607,0.7474747474747475
75,0.4081359756954691,0.7575757575757577
76,0.4081127466165604,0.7676767676767677
77,0.4080107822367917,0.7777777777777778
78,0.4079917856175701,0.787878787878788
79,0.4080701098768312,0.797979797979798
80,0.4081730441355484,0.8080808080808082
81,0.4081977310718458,0.8181818181818182
82,0.4083864454261346,0.8282828282828284
83,0.4090043841920635,0.8383838383838385
84,0.4093387106478607,0.8484848484848485
85,0.409604286456555,0.8585858585858587
86,0.4100399392787539,0.8686868686868687
87,0.4102004330945096,0.8787878787878789
88,0.410485102608685,0.888888888888889
89,0.4106563442423518,0.8989898989898991
90,0.4105780442897738,0.9090909090909092
91,0.410217772116917,0.9191919191919192
92,0.4094733333428533,0.9292929292929294
93,0.4080278206444453,0.9393939393939394
94,0.4053203380278848,0.9494949494949496
95,0.4011309607105731,0.9595959595959596
96,0.3957209781817114,0.9696969696969696
97,0.3893456231752011,0.97979797979798
98,0.3811129816803147,0.98989898989899
99,0.3641732635044607,1.0
