,precision,recall
0,0.0,0.0
1,0.8521024696693932,0.010101010101010102
2,0.8561744764036677,0.020202020202020204
3,0.8584281691897387,0.030303030303030304
4,0.8591702348604382,0.04040404040404041
5,0.8585779852039068,0.05050505050505051
6,0.8564635742119501,0.06060606060606061
7,0.8545872689159054,0.07070707070707072
8,0.8529450465563844,0.08080808080808081
9,0.8511682520657435,0.09090909090909091
10,0.8497318340847326,0.10101010101010102
11,0.8483574187987571,0.11111111111111112
12,0.8469368619678599,0.12121212121212122
13,0.8455232468405147,0.13131313131313133
14,0.8440217685007162,0.14141414141414144
15,0.8424818013542256,0.15151515151515152
16,0.8408087918632353,0.16161616161616163
17,0.8391315066986329,0.17171717171717174
18,0.8374990391875754,0.18181818181818182
19,0.8361635767736234,0.19191919191919193
20,0.8348908446374472,0.20202020202020204
21,0.8336177416519196,0.21212121212121213
22,0.8323135003856392,0.22222222222222224
23,0.8309357019003066,0.23232323232323235
24,0.8294836553731825,0.24242424242424243
25,0.8280550988210001,0.25252525252525254
26,0.8267259158731198,0.26262626262626265
27,0.8251548626780864,0.27272727272727276
28,0.8235481631517436,0.2828282828282829
29,0.8218374373747523,0.29292929292929293
30,0.8200549124942381,0.30303030303030304
31,0.8184028667764319,0.31313131313131315
32,0.8167352292352645,0.32323232323232326
33,0.8149501063291138,0.33333333333333337
34,0.8133212857547373,0.3434343434343435
35,0.8117445129492704,0.3535353535353536
36,0.8103839138546631,0.36363636363636365
37,0.8091374905637915,0.37373737373737376
38,0.8078155867873092,0.38383838383838387
39,0.8065121400219675,0.393939393939394
40,0.805193961985111,0.4040404040404041
41,0.8039424721977144,0.4141414141414142
42,0.8027363319500614,0.42424242424242425
43,0.8016999294050199,0.43434343434343436
44,0.8006374697805697,0.4444444444444445
45,0.7996822445972743,0.4545454545454546
46,0.7986778109178106,0.4646464646464647
47,0.7976652013585928,0.4747474747474748
48,0.7966486656720488,0.48484848484848486
49,0.7956638952230621,0.494949494949495
50,0.7946636666324196,0.5050505050505051
51,0.7937563928862347,0.5151515151515152
52,0.7927190250969823,0.5252525252525253
53,0.791779681492167,0.5353535353535354
54,0.7908503258157855,0.5454545454545455
55,0.7898412714322545,0.5555555555555556
56,0.7889604014523097,0.5656565656565657
57,0.7880887282315366,0.5757575757575758
58,0.787198699061086,0.5858585858585859
59,0.7862364114076327,0.595959595959596
60,0.7853075504896391,0.6060606060606061
61,0.7843384408489513,0.6161616161616162
62,0.7833522664891179,0.6262626262626263
63,0.782288345524965,0.6363636363636365
64,0.7812468458878616,0.6464646464646465
65,0.780067535832053,0.6565656565656566
66,0.7788389278502033,0.6666666666666667
67,0.7774768412700904,0.6767676767676768
68,0.775970931874776,0.686868686868687
69,0.7745347540889015,0.696969696969697
70,0.7729344672596388,0.7070707070707072
71,0.7712055456347139,0.7171717171717172
72,0.7693803624039388,0.7272727272727273
73,0.7672704496129147,0.7373737373737375
74,0.76518093582809,0.7474747474747475
75,0.7628193021446193,0.7575757575757577
76,0.7605629178412402,0.7676767676767677
77,0.7582077373534087,0.7777777777777778
78,0.7559215204494355,0.787878787878788
79,0.7536220368276932,0.797979797979798
80,0.7514879956813124,0.8080808080808082
81,0.7491358975633616,0.8181818181818182
82,0.7464287805627008,0.8282828282828284
83,0.743372368591526,0.8383838383838385
84,0.7404333218918416,0.8484848484848485
85,0.7373971950060777,0.8585858585858587
86,0.7342024713509963,0.8686868686868687
87,0.7306180814316969,0.8787878787878789
88,0.726485356446148,0.888888888888889
89,0.7220062420101976,0.8989898989898991
90,0.7171253569410613,0.9090909090909092
91,0.7122315701127713,0.9191919191919192
92,0.7060232443035073,0.9292929292929294
93,0.698427230465151,0.9393939393939394
94,0.6891880631039716,0.9494949494949496
95,0.6771154283848642,0.9595959595959597
96,0.6621307806198425,0.9696969696969697
97,0.6442572046914954,0.9797979797979799
98,0.6163991809531219,0.98989898989899
99,0.401424016620403,1.0
