,precision,recall
0,0.0,0.0
1,0.00329667954356659,0.010101010101010102
2,0.0028927404257389207,0.020202020202020204
3,0.002684151242308517,0.030303030303030304
4,0.0028288477297869247,0.04040404040404041
5,0.0028077160954387563,0.05050505050505051
6,0.002803871322494312,0.06060606060606061
7,0.0028912711622213544,0.07070707070707072
8,0.0028816249293135607,0.08080808080808081
9,0.002893212590097969,0.09090909090909091
10,0.00297449969154783,0.10101010101010102
11,0.0029896192457330257,0.11111111111111112
12,0.002984485574405155,0.12121212121212122
13,0.0030044158282619047,0.13131313131313133
14,0.0030294188425774786,0.14141414141414144
15,0.003032832184639614,0.15151515151515152
16,0.0030513526638429665,0.16161616161616163
17,0.003076839738622924,0.17171717171717174
18,0.003083502350593971,0.18181818181818182
19,0.0030950533175043665,0.19191919191919193
20,0.003138033141414118,0.20202020202020204
21,0.003139203475944816,0.21212121212121213
22,0.0031435909112160834,0.22222222222222224
23,0.003166653604726999,0.23232323232323235
24,0.003181698782347295,0.24242424242424243
25,0.003183957451480131,0.25252525252525254
26,0.0032045003716162234,0.26262626262626265
27,0.0032293574696519605,0.27272727272727276
28,0.003245655379753954,0.2828282828282829
29,0.003271722441430685,0.29292929292929293
30,0.003296676335707622,0.30303030303030304
31,0.0033073079031859733,0.31313131313131315
32,0.0033275098021461583,0.32323232323232326
33,0.0033504762819333797,0.33333333333333337
34,0.0033580571348486464,0.3434343434343435
35,0.0033624384645283456,0.3535353535353536
36,0.003373881215893187,0.36363636363636365
37,0.003384729751367831,0.37373737373737376
38,0.0033875412326468735,0.38383838383838387
39,0.0034040960807696073,0.393939393939394
40,0.0034171719243040024,0.4040404040404041
41,0.003422049101735036,0.4141414141414142
42,0.0034294832642145622,0.42424242424242425
43,0.003433346280675777,0.43434343434343436
44,0.0034277380440879577,0.4444444444444445
45,0.0034314981477840917,0.4545454545454546
46,0.0034249065802931626,0.4646464646464647
47,0.003427565896979361,0.4747474747474748
48,0.0034345615787304278,0.48484848484848486
49,0.0034307149901094524,0.494949494949495
50,0.0034350577872036903,0.5050505050505051
51,0.0034313284951951444,0.5151515151515152
52,0.0034339008492467256,0.5252525252525253
53,0.0034361300369590273,0.5353535353535354
54,0.003430315867371757,0.5454545454545455
55,0.0034310802486323217,0.5555555555555556
56,0.003420804579609466,0.5656565656565657
57,0.003414911245899696,0.5757575757575758
58,0.0034110220994828955,0.5858585858585859
59,0.003397798895391853,0.595959595959596
60,0.0033891822421312284,0.6060606060606061
61,0.0033800422916005664,0.6161616161616162
62,0.0033619955239266993,0.6262626262626263
63,0.003350539869706666,0.6363636363636365
64,0.00334028139043103,0.6464646464646465
65,0.0033202897796163894,0.6565656565656566
66,0.0033097089781273666,0.6666666666666667
67,0.0032897539526824567,0.6767676767676768
68,0.0032708387302321875,0.686868686868687
69,0.003240262013236829,0.696969696969697
70,0.0032152321153946866,0.7070707070707072
71,0.0031851762353153706,0.7171717171717172
72,0.0031441541271668982,0.7272727272727273
73,0.0031135476246143858,0.7373737373737375
74,0.0030800800820155413,0.7474747474747475
75,0.0030341077474011833,0.7575757575757577
76,0.002995884680207766,0.7676767676767677
77,0.0029572541107965615,0.7777777777777778
78,0.0029102866828836812,0.787878787878788
79,0.0028514262452506737,0.797979797979798
80,0.0028105714396879727,0.8080808080808082
81,0.0027469034060909115,0.8181818181818182
82,0.002671969818650687,0.8282828282828284
83,0.002607736749750118,0.8383838383838385
84,0.0025425306444126555,0.8484848484848485
85,0.002460049428620036,0.8585858585858587
86,0.0023841064643919845,0.8686868686868687
87,0.0023043341033203812,0.8787878787878789
88,0.002198773773414984,0.888888888888889
89,0.0020862171908319943,0.8989898989898991
90,0.0020013195652002344,0.9090909090909092
91,0.0018794902016377314,0.9191919191919192
92,0.0017514893396480822,0.9292929292929294
93,0.0016626701065191071,0.9393939393939394
94,0.0015356482615667074,0.9494949494949496
95,0.001375581556467484,0.9595959595959597
96,0.0012738684556551682,0.9696969696969697
97,0.0011786410813155864,0.9797979797979799
98,0.001091499592401027,0.98989898989899
99,0.0010000000000000484,1.0
