Anchors,Top k,Bits,MAP,P@1000,P@3000,P@5000,P@7000,P@9000
100.0,10.0,12.0,0.3783467633725181,0.4980567999999999,0.4344773333333333,0.37691716000000003,0.32921,0.2898300888888889
100.0,10.0,24.0,0.3811140395070273,0.5042554,0.43770339999999996,0.37835335999999997,0.32978965714285713,0.28983326666666664
100.0,10.0,32.0,0.38033010779132526,0.5023462,0.43624813333333334,0.37773008,0.3296773714285714,0.2899174
100.0,10.0,48.0,0.3796674656197193,0.5033198,0.4374055333333334,0.37784700000000004,0.32954342857142854,0.28986660000000003
