bits,map,p@k_1,p@k_2,p@k_3,p@0,p@1,p@2,p@3
12.0,0.0012315119153149588,0.0010546939999999997,0.001013132,0.0010026576,0.0,0.0010056647998972722,0.001000442479232229,0.0010000341133033434
